date,SM-AMSR2-XN-DESC_V003_100,SM-AMSR2-XN-DESC_V003_100_AVG,SM-AMSR2-XN-DESC_V003_100_CLIMATOLOGY,SM-AMSR2-XN-DESC_V003_100_COVERAGE
"2013-04-16","","",0.1966,""
"2013-04-17","","",0.1984,""
"2013-04-18","","",0.1974,""
"2013-04-19","","",0.1989,""
"2013-04-20","","",0.2001,""
"2013-04-21","","",0.1998,""
"2013-04-22","","",0.203,""
"2013-04-23","","",0.2029,""
"2013-04-24","","",0.2042,""
"2013-04-25","","",0.202,""
"2013-04-26","","",0.2042,""
"2013-04-27","","",0.2045,""
"2013-04-28","","",0.209,""
"2013-04-29","","",0.2091,""
"2013-04-30","","",0.2116,""
"2013-05-01","","",0.2162,""
"2013-05-02","","",0.2162,""
"2013-05-03","","",0.2209,""
"2013-05-04","","",0.2237,""
"2013-05-05","","",0.2253,""
"2013-05-06","","",0.2263,""
"2013-05-07","","",0.2262,""
"2013-05-08","","",0.2262,""
"2013-05-09","","",0.2259,""
"2013-05-10","","",0.2245,""
"2013-05-11","","",0.2223,""
"2013-05-12","","",0.2226,""
"2013-05-13","","",0.2235,""
"2013-05-14","","",0.2207,""
"2013-05-15","","",0.2233,""
"2013-05-16","","",0.2203,""
"2013-05-17","","",0.2217,""
"2013-05-18","","",0.2225,""
"2013-05-19","","",0.2205,""
"2013-05-20","","",0.2207,""
"2013-05-21","","",0.224,""
"2013-05-22","","",0.2244,""
"2013-05-23","","",0.2263,""
"2013-05-24","","",0.2264,""
"2013-05-25","","",0.2247,""
"2013-05-26","","",0.2269,""
"2013-05-27","","",0.2304,""
"2013-05-28","","",0.2343,""
"2013-05-29","","",0.2349,""
"2013-05-30","","",0.2369,""
"2013-05-31","","",0.2438,""
"2013-06-01","","",0.2478,""
"2013-06-02","","",0.2537,""
"2013-06-03","","",0.2558,""
"2013-06-04","","",0.2597,""
"2013-06-05","","",0.2595,""
"2013-06-06","","",0.2642,""
"2013-06-07","","",0.2629,""
"2013-06-08","","",0.2647,""
"2013-06-09","","",0.2668,""
"2013-06-10","","",0.2679,""
"2013-06-11","","",0.267,""
"2013-06-12","","",0.2664,""
"2013-06-13","","",0.2666,""
"2013-06-14","","",0.2663,""
"2013-06-15","","",0.2687,""
"2013-06-16","","",0.2696,""
"2013-06-17","","",0.2692,""
"2013-06-18","","",0.2703,""
"2013-06-19","","",0.2712,""
"2013-06-20","","",0.2718,""
"2013-06-21","","",0.2702,""
"2013-06-22","","",0.2688,""
"2013-06-23","","",0.2654,""
"2013-06-24","","",0.2646,""
"2013-06-25","","",0.2664,""
"2013-06-26","","",0.2665,""
"2013-06-27","","",0.2672,""
"2013-06-28","","",0.2684,""
"2013-06-29","","",0.2679,""
"2013-06-30","","",0.2687,""
"2013-07-01","","",0.2692,""
"2013-07-02","","",0.2708,""
"2013-07-03","","",0.2706,""
"2013-07-04","","",0.2718,""
"2013-07-05","","",0.2734,""
"2013-07-06","","",0.275,""
"2013-07-07","","",0.2746,""
"2013-07-08","","",0.277,""
"2013-07-09","","",0.2783,""
"2013-07-10","","",0.2792,""
"2013-07-11","","",0.2799,""
"2013-07-12","","",0.2776,""
"2013-07-13","","",0.279,""
"2013-07-14","","",0.2811,""
"2013-07-15","","",0.2818,""
"2013-07-16","","",0.2819,""
"2013-07-17","","",0.2803,""
"2013-07-18","","",0.2802,""
"2013-07-19","","",0.2785,""
"2013-07-20","","",0.2795,""
"2013-07-21","","",0.2793,""
"2013-07-22","","",0.2802,""
"2013-07-23","","",0.2803,""
"2013-07-24","","",0.2837,""
"2013-07-25","","",0.284,""
"2013-07-26","","",0.2854,""
"2013-07-27","","",0.2847,""
"2013-07-28","","",0.2823,""
"2013-07-29","","",0.2807,""
"2013-07-30","","",0.2799,""
"2013-07-31","","",0.2807,""
"2013-08-01","","",0.2806,""
"2013-08-02","","",0.2823,""
"2013-08-03","","",0.2819,""
"2013-08-04","","",0.2849,""
"2013-08-05","","",0.2868,""
"2013-08-06","","",0.2872,""
"2013-08-07","","",0.2886,""
"2013-08-08","","",0.2866,""
"2013-08-09","","",0.2883,""
"2013-08-10","","",0.2869,""
"2013-08-11","","",0.2863,""
"2013-08-12","","",0.285,""
"2013-08-13","","",0.2852,""
"2013-08-14","","",0.2817,""
"2013-08-15","","",0.2803,""
"2013-08-16","","",0.2801,""
"2013-08-17","","",0.2797,""
"2013-08-18","","",0.2816,""
"2013-08-19","","",0.2811,""
"2013-08-20","","",0.2809,""
"2013-08-21","","",0.2801,""
"2013-08-22","","",0.279,""
"2013-08-23","","",0.2771,""
"2013-08-24","","",0.2774,""
"2013-08-25","","",0.2766,""
"2013-08-26","","",0.2742,""
"2013-08-27","","",0.2706,""
"2013-08-28","","",0.2685,""
"2013-08-29","","",0.2653,""
"2013-08-30","","",0.2621,""
"2013-08-31","","",0.2572,""
"2013-09-01","","",0.2579,""
"2013-09-02","","",0.257,""
"2013-09-03","","",0.2532,""
"2013-09-04","","",0.2519,""
"2013-09-05","","",0.2489,""
"2013-09-06","","",0.2469,""
"2013-09-07","","",0.2461,""
"2013-09-08","","",0.2434,""
"2013-09-09","","",0.2406,""
"2013-09-10","","",0.2385,""
"2013-09-11","","",0.2358,""
"2013-09-12","","",0.2324,""
"2013-09-13","","",0.2332,""
"2013-09-14","","",0.2297,""
"2013-09-15","","",0.2259,""
"2013-09-16","","",0.2234,""
"2013-09-17","","",0.221,""
"2013-09-18","","",0.2165,""
"2013-09-19","","",0.2141,""
"2013-09-20","","",0.212,""
"2013-09-21","","",0.2128,""
"2013-09-22","","",0.2084,""
"2013-09-23","","",0.2053,""
"2013-09-24","","",0.2019,""
"2013-09-25","","",0.1982,""
"2013-09-26","","",0.1952,""
"2013-09-27","","",0.1909,""
"2013-09-28","","",0.1884,""
"2013-09-29","","",0.1866,""
"2013-09-30","","",0.1827,""
"2013-10-01","","",0.1804,""
"2013-10-02","","",0.1784,""
"2013-10-03","","",0.1783,""
"2013-10-04","","",0.1757,""
"2013-10-05","","",0.1739,""
"2013-10-06","","",0.1726,""
"2013-10-07","","",0.1711,""
"2013-10-08","","",0.1701,""
"2013-10-09","","",0.1698,""
"2013-10-10","","",0.1685,""
"2013-10-11","","",0.168,""
"2013-10-12","","",0.1681,""
"2013-10-13","","",0.1639,""
"2013-10-14","","",0.1641,""
"2013-10-15","","",0.1652,""
"2013-10-16","","",0.1638,""
"2013-10-17","","",0.1646,""
"2013-10-18","","",0.1644,""
"2013-10-19","","",0.1631,""
"2013-10-20","","",0.164,""
"2013-10-21","","",0.1649,""
"2013-10-22","","",0.1651,""
"2013-10-23","","",0.1623,""
"2013-10-24","","",0.1622,""
"2013-10-25","","",0.1624,""
"2013-10-26","","",0.1631,""
"2013-10-27","","",0.1634,""
"2013-10-28","","",0.1649,""
"2013-10-29","","",0.1645,""
"2013-10-30","","",0.1661,""
"2013-10-31","","",0.1677,""
"2013-11-01","","",0.1659,""
"2013-11-02","","",0.1646,""
"2013-11-03","","",0.1678,""
"2013-11-04","","",0.168,""
"2013-11-05","","",0.1677,""
"2013-11-06","","",0.1691,""
"2013-11-07","","",0.1693,""
"2013-11-08","","",0.17,""
"2013-11-09","","",0.1721,""
"2013-11-10","","",0.1733,""
"2013-11-11","","",0.1747,""
"2013-11-12","","",0.1773,""
"2013-11-13","","",0.1838,""
"2013-11-14","","",0.1843,""
"2013-11-15","","",0.184,""
"2013-11-16","","",0.1866,""
"2013-11-17","","",0.1856,""
"2013-11-18","","",0.1865,""
"2013-11-19","","",0.1877,""
"2013-11-20","","",0.1876,""
"2013-11-21","","",0.1879,""
"2013-11-22","","",0.1887,""
"2013-11-23","","",0.1894,""
"2013-11-24","","",0.1904,""
"2013-11-25","","",0.1914,""
"2013-11-26","","",0.1926,""
"2013-11-27","","",0.1938,""
"2013-11-28","","",0.1926,""
"2013-11-29","","",0.1931,""
"2013-11-30","","",0.1918,""
"2013-12-01","","",0.1909,""
"2013-12-02","","",0.1907,""
"2013-12-03","","",0.1859,""
"2013-12-04","","",0.1821,""
"2013-12-05","","",0.1838,""
"2013-12-06","","",0.1848,""
"2013-12-07","","",0.1824,""
"2013-12-08","","",0.1841,""
"2013-12-09","","",0.1848,""
"2013-12-10","","",0.1857,""
"2013-12-11","","",0.1859,""
"2013-12-12","","",0.1857,""
"2013-12-13","","",0.1869,""
"2013-12-14","","",0.1883,""
"2013-12-15","","",0.1902,""
"2013-12-16","","",0.1887,""
"2013-12-17","","",0.1897,""
"2013-12-18","","",0.1919,""
"2013-12-19","","",0.1911,""
"2013-12-20","","",0.1936,""
"2013-12-21","","",0.1937,""
"2013-12-22","","",0.1961,""
"2013-12-23","","",0.1968,""
"2013-12-24","","",0.1994,""
"2013-12-25","","",0.2005,""
"2013-12-26","","",0.1981,""
"2013-12-27","","",0.1994,""
"2013-12-28","","",0.2012,""
"2013-12-29","","",0.2058,""
"2013-12-30","","",0.2067,""
"2013-12-31","","",0.2095,""
"2014-01-01","","",0.2114,""
"2014-01-02","","",0.2163,""
"2014-01-03","","",0.217,""
"2014-01-04","","",0.2192,""
"2014-01-05","","",0.2208,""
"2014-01-06","","",0.2234,""
"2014-01-07","","",0.2248,""
"2014-01-08","","",0.226,""
"2014-01-09","","",0.2272,""
"2014-01-10","","",0.2286,""
"2014-01-11","","",0.2364,""
"2014-01-12","","",0.2392,""
"2014-01-13","","",0.2441,""
"2014-01-14","","",0.247,""
"2014-01-15","","",0.2487,""
"2014-01-16","","",0.251,""
"2014-01-17","","",0.2507,""
"2014-01-18","","",0.2511,""
"2014-01-19","","",0.2495,""
"2014-01-20","","",0.2503,""
"2014-01-21","","",0.25,""
"2014-01-22","","",0.2494,""
"2014-01-23","","",0.2469,""
"2014-01-24","","",0.2475,""
"2014-01-25","","",0.2497,""
"2014-01-26","","",0.2499,""
"2014-01-27","","",0.2508,""
"2014-01-28","","",0.2516,""
"2014-01-29","","",0.2548,""
"2014-01-30","","",0.254,""
"2014-01-31","","",0.2551,""
"2014-02-01","","",0.2511,""
"2014-02-02","","",0.2486,""
"2014-02-03","","",0.2478,""
"2014-02-04","","",0.2455,""
"2014-02-05","","",0.2439,""
"2014-02-06","","",0.2443,""
"2014-02-07","","",0.2433,""
"2014-02-08","","",0.2432,""
"2014-02-09","","",0.2457,""
"2014-02-10","","",0.247,""
"2014-02-11","","",0.2475,""
"2014-02-12","","",0.2474,""
"2014-02-13","","",0.2479,""
"2014-02-14","","",0.2503,""
"2014-02-15","","",0.2492,""
"2014-02-16","","",0.2488,""
"2014-02-17","","",0.2479,""
"2014-02-18","","",0.2436,""
"2014-02-19","","",0.2427,""
"2014-02-20","","",0.2406,""
"2014-02-21","","",0.2379,""
"2014-02-22","","",0.2362,""
"2014-02-23","","",0.2341,""
"2014-02-24","","",0.2335,""
"2014-02-25","","",0.2334,""
"2014-02-26","","",0.2322,""
"2014-02-27","","",0.2308,""
"2014-02-28","","",0.2309,""
"2014-03-01","","",0.2292,""
"2014-03-02","","",0.2269,""
"2014-03-03","","",0.2232,""
"2014-03-04","","",0.2209,""
"2014-03-05","","",0.2214,""
"2014-03-06","","",0.2178,""
"2014-03-07","","",0.2147,""
"2014-03-08","","",0.2122,""
"2014-03-09","","",0.21,""
"2014-03-10","","",0.2095,""
"2014-03-11","","",0.2081,""
"2014-03-12","","",0.2059,""
"2014-03-13","","",0.2045,""
"2014-03-14","","",0.202,""
"2014-03-15","","",0.2011,""
"2014-03-16","","",0.2006,""
"2014-03-17","","",0.1979,""
"2014-03-18","","",0.1977,""
"2014-03-19","","",0.1953,""
"2014-03-20","","",0.1932,""
"2014-03-21","","",0.1924,""
"2014-03-22","","",0.1898,""
"2014-03-23","","",0.1887,""
"2014-03-24","","",0.1874,""
"2014-03-25","","",0.1868,""
"2014-03-26","","",0.1842,""
"2014-03-27","","",0.1859,""
"2014-03-28","","",0.1863,""
"2014-03-29","","",0.1865,""
"2014-03-30","","",0.185,""
"2014-03-31","","",0.1839,""
"2014-04-01","","",0.1833,""
"2014-04-02","","",0.1809,""
"2014-04-03","","",0.185,""
"2014-04-04","","",0.1865,""
"2014-04-05","","",0.1862,""
"2014-04-06","","",0.1874,""
"2014-04-07","","",0.1866,""
"2014-04-08","","",0.1892,""
"2014-04-09","","",0.1895,""
"2014-04-10","","",0.1908,""
"2014-04-11","","",0.1912,""
"2014-04-12","","",0.1935,""
"2014-04-13","","",0.1932,""
"2014-04-14","","",0.1948,""
"2014-04-15","","",0.1961,""
"2014-04-16","","",0.1966,""
"2014-04-17","","",0.1984,""
"2014-04-18","","",0.1974,""
"2014-04-19","","",0.1989,""
"2014-04-20","","",0.2001,""
"2014-04-21","","",0.1998,""
"2014-04-22","","",0.203,""
"2014-04-23","","",0.2029,""
"2014-04-24","","",0.2042,""
"2014-04-25","","",0.202,""
"2014-04-26","","",0.2042,""
"2014-04-27","","",0.2045,""
"2014-04-28","","",0.209,""
"2014-04-29","","",0.2091,""
"2014-04-30","","",0.2116,""
"2014-05-01","","",0.2162,""
"2014-05-02","","",0.2162,""
"2014-05-03","","",0.2209,""
"2014-05-04","","",0.2237,""
"2014-05-05","","",0.2253,""
"2014-05-06","","",0.2263,""
"2014-05-07","","",0.2262,""
"2014-05-08","","",0.2262,""
"2014-05-09","","",0.2259,""
"2014-05-10","","",0.2245,""
"2014-05-11","","",0.2223,""
"2014-05-12","","",0.2226,""
"2014-05-13","","",0.2235,""
"2014-05-14","","",0.2207,""
"2014-05-15","","",0.2233,""
"2014-05-16","","",0.2203,""
"2014-05-17","","",0.2217,""
"2014-05-18","","",0.2225,""
"2014-05-19","","",0.2205,""
"2014-05-20","","",0.2207,""
"2014-05-21","","",0.224,""
"2014-05-22","","",0.2244,""
"2014-05-23","","",0.2263,""
"2014-05-24","","",0.2264,""
"2014-05-25","","",0.2247,""
"2014-05-26","","",0.2269,""
"2014-05-27","","",0.2304,""
"2014-05-28","","",0.2343,""
"2014-05-29","","",0.2349,""
"2014-05-30","","",0.2369,""
"2014-05-31","","",0.2438,""
"2014-06-01","","",0.2478,""
"2014-06-02","","",0.2537,""
"2014-06-03","","",0.2558,""
"2014-06-04","","",0.2597,""
"2014-06-05","","",0.2595,""
"2014-06-06","","",0.2642,""
"2014-06-07","","",0.2629,""
"2014-06-08","","",0.2647,""
"2014-06-09","","",0.2668,""
"2014-06-10","","",0.2679,""
"2014-06-11","","",0.267,""
"2014-06-12","","",0.2664,""
"2014-06-13","","",0.2666,""
"2014-06-14","","",0.2663,""
"2014-06-15","","",0.2687,""
"2014-06-16","","",0.2696,""
"2014-06-17","","",0.2692,""
"2014-06-18","","",0.2703,""
"2014-06-19","","",0.2712,""
"2014-06-20","","",0.2718,""
"2014-06-21","","",0.2702,""
"2014-06-22","","",0.2688,""
"2014-06-23","","",0.2654,""
"2014-06-24","","",0.2646,""
"2014-06-25","","",0.2664,""
"2014-06-26","","",0.2665,""
"2014-06-27","","",0.2672,""
"2014-06-28","","",0.2684,""
"2014-06-29","","",0.2679,""
"2014-06-30","","",0.2687,""
"2014-07-01","","",0.2692,""
"2014-07-02","","",0.2708,""
"2014-07-03","","",0.2706,""
"2014-07-04","","",0.2718,""
"2014-07-05","","",0.2734,""
"2014-07-06","","",0.275,""
"2014-07-07","","",0.2746,""
"2014-07-08","","",0.277,""
"2014-07-09","","",0.2783,""
"2014-07-10","","",0.2792,""
"2014-07-11","","",0.2799,""
"2014-07-12","","",0.2776,""
"2014-07-13","","",0.279,""
"2014-07-14","","",0.2811,""
"2014-07-15","","",0.2818,""
"2014-07-16","","",0.2819,""
"2014-07-17","","",0.2803,""
"2014-07-18","","",0.2802,""
"2014-07-19","","",0.2785,""
"2014-07-20","","",0.2795,""
"2014-07-21","","",0.2793,""
"2014-07-22","","",0.2802,""
"2014-07-23","","",0.2803,""
"2014-07-24","","",0.2837,""
"2014-07-25","","",0.284,""
"2014-07-26","","",0.2854,""
"2014-07-27","","",0.2847,""
"2014-07-28","","",0.2823,""
"2014-07-29","","",0.2807,""
"2014-07-30","","",0.2799,""
"2014-07-31","","",0.2807,""
"2014-08-01","","",0.2806,""
"2014-08-02","","",0.2823,""
"2014-08-03","","",0.2819,""
"2014-08-04","","",0.2849,""
"2014-08-05","","",0.2868,""
"2014-08-06","","",0.2872,""
"2014-08-07","","",0.2886,""
"2014-08-08","","",0.2866,""
"2014-08-09","","",0.2883,""
"2014-08-10","","",0.2869,""
"2014-08-11","","",0.2863,""
"2014-08-12","","",0.285,""
"2014-08-13","","",0.2852,""
"2014-08-14","","",0.2817,""
"2014-08-15","","",0.2803,""
"2014-08-16","","",0.2801,""
"2014-08-17","","",0.2797,""
"2014-08-18","","",0.2816,""
"2014-08-19","","",0.2811,""
"2014-08-20","","",0.2809,""
"2014-08-21","","",0.2801,""
"2014-08-22","","",0.279,""
"2014-08-23","","",0.2771,""
"2014-08-24","","",0.2774,""
"2014-08-25","","",0.2766,""
"2014-08-26","","",0.2742,""
"2014-08-27","","",0.2706,""
"2014-08-28","","",0.2685,""
"2014-08-29","","",0.2653,""
"2014-08-30","","",0.2621,""
"2014-08-31","","",0.2572,""
"2014-09-01","","",0.2579,""
"2014-09-02","","",0.257,""
"2014-09-03","","",0.2532,""
"2014-09-04","","",0.2519,""
"2014-09-05","","",0.2489,""
"2014-09-06","","",0.2469,""
"2014-09-07","","",0.2461,""
"2014-09-08","","",0.2434,""
"2014-09-09","","",0.2406,""
"2014-09-10","","",0.2385,""
"2014-09-11","","",0.2358,""
"2014-09-12","","",0.2324,""
"2014-09-13","","",0.2332,""
"2014-09-14","","",0.2297,""
"2014-09-15","","",0.2259,""
"2014-09-16","","",0.2234,""
"2014-09-17","","",0.221,""
"2014-09-18","","",0.2165,""
"2014-09-19","","",0.2141,""
"2014-09-20","","",0.212,""
"2014-09-21","","",0.2128,""
"2014-09-22","","",0.2084,""
"2014-09-23","","",0.2053,""
"2014-09-24","","",0.2019,""
